G;+;Дата;Время;Документ;Номер;Комментарий;АвтоматическийВвод;УникальныйИдентификатор;флВ;УникальныйИдентификаторА2000;ОтборВЖурнале;ИД_Ефа;Филиал документа;Филиал и тип журнала документов;Тип журнала документов;Поступление;Отгрузка;Контрагент;Основание;Номер входящего документа;;
;+;15.11.13;12:00:00;Поступление товаров;00000109836;Номер документа в Е-Фарма 13201326;1;;;;;524A4F09-7A88-49B8-BADD-430821D2CF82;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1636,99;;Роста;Договор поставки №76 от 02.09.2010 г.;13201326;13.11.13;13.11.13
;+;15.11.13;12:00:00;Поступление товаров;00000109842;Номер документа в Е-Фарма 13207101;1;;;;;A3D1C339-2497-4A13-8685-7CDFB869799E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6791,18;;Роста;Договор поставки №76 от 02.09.2010 г.;13207101;14.11.13;14.11.13
;+;15.11.13;12:00:00;Поступление товаров;00000109867;Номер документа в Е-Фарма 13204453;1;;;;;2471A730-D240-4CA4-B33A-F8718902CC9A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7174,2;;Роста;Договор поставки №76 от 02.09.2010 г.;13204453;14.11.13;14.11.13
;+;15.11.13;12:00:00;Поступление товаров;00000109868;Номер документа в Е-Фарма 13206398;1;;;;;7ADB2D15-4FB5-441B-A9F1-CB9B77DE62B2;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1441,89;;Роста;Договор поставки №76 от 02.09.2010 г.;13206398;14.11.13;14.11.13
;+;15.11.13;12:00:00;Поступление товаров;00000109869;Номер документа в Е-Фарма 13207184;1;;;;;7D955CDE-7C1E-40C5-BB76-7B7F8E04EA39;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3917,89;;Роста;Договор поставки №76 от 02.09.2010 г.;13207184;14.11.13;14.11.13
;+;15.11.13;12:00:00;Поступление товаров;00000109878;Номер документа в Е-Фарма 13207089;1;;;;;B33C5DA8-9A8A-4169-8E7A-5E1F205FCEF8;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3750,34;;Роста;Договор поставки №76 от 02.09.2010 г.;13207089;14.11.13;14.11.13
;+;15.11.13;12:00:00;Поступление товаров;00000109902;Номер документа в Е-Фарма 13204468;1;;;;;4AAB059C-8D92-4B18-873F-7F5998BA6EB6;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1793,55;;Роста;Договор поставки №76 от 02.09.2010 г.;13204468;14.11.13;14.11.13
;+;15.11.13;12:00:00;Поступление товаров;00000109903;Номер документа в Е-Фарма 13204508;1;;;;;5DA62B61-A49F-4DBA-8EEB-A5D551DA6E01;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;412,26;;Роста;Договор поставки №76 от 02.09.2010 г.;13204508;14.11.13;14.11.13
;+;15.11.13;12:00:00;Поступление товаров;00000109904;Номер документа в Е-Фарма 13207763;1;;;;;E25C7FDB-8863-4251-9774-E6FD0AE2A955;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;25813,3;;Роста;Договор поставки №76 от 02.09.2010 г.;13207763;14.11.13;14.11.13
;+;15.11.13;12:00:00;Поступление товаров;00000109928;Номер документа в Е-Фарма 13204427;1;;;;;5F6BE4D7-6DCB-449D-9498-B5743D886D55;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;429,61;;Роста;Договор поставки №76 от 02.09.2010 г.;13204427;14.11.13;14.11.13
;+;15.11.13;12:00:00;Поступление товаров;00000109933;Номер документа в Е-Фарма 13207202;1;;;;;798EED6B-3552-4C75-BE26-CCC304709525;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7058,15;;Роста;Договор поставки №76 от 02.09.2010 г.;13207202;14.11.13;14.11.13
;+;15.11.13;12:00:00;Поступление товаров;00000109934;Номер документа в Е-Фарма 13204421;1;;;;;AB0B34F2-6803-440B-A71C-7C5537A965C1;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1793,55;;Роста;Договор поставки №76 от 02.09.2010 г.;13204421;14.11.13;14.11.13
;+;15.11.13;12:00:00;Поступление товаров;00000109935;Номер документа в Е-Фарма 13207713;1;;;;;2F182046-2313-4A5E-A584-BE5691B81201;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;458,15;;Роста;Договор поставки №76 от 02.09.2010 г.;13207713;14.11.13;14.11.13
;+;15.11.13;12:00:00;Поступление товаров;00000109942;Номер документа в Е-Фарма 13206638;1;;;;;35F47D26-9559-4244-BAC0-EE3C15E4603C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;11533,35;;Роста;Договор поставки №76 от 02.09.2010 г.;13206638;14.11.13;14.11.13
;+;16.11.13;12:00:00;Поступление товаров;00000109954;Номер документа в Е-Фарма 13207110;1;;;;;EBCA82AD-3CF5-4DD1-AA4E-576EDA734909;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4907,16;;Роста;Договор поставки №76 от 02.09.2010 г.;13207110;14.11.13;14.11.13
;+;16.11.13;12:00:00;Поступление товаров;00000109965;Номер документа в Е-Фарма 13198775;1;;;;;E4FB21EB-1B4D-4026-8259-584AD2D62032;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3999,91;;Роста;Договор поставки №76 от 02.09.2010 г.;13198775;13.11.13;13.11.13
;+;16.11.13;12:00:00;Поступление товаров;00000109966;Номер документа в Е-Фарма 13201331;1;;;;;A6A36B41-8CB6-483D-80A0-2E95F81B8781;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1434,84;;Роста;Договор поставки №76 от 02.09.2010 г.;13201331;13.11.13;13.11.13
;+;16.11.13;12:00:00;Поступление товаров;00000109967;Номер документа в Е-Фарма 13200652;1;;;;;E30259F1-3748-4DB4-AAD3-D339F24D0BEC;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;841,86;;Роста;Договор поставки №76 от 02.09.2010 г.;13200652;13.11.13;13.11.13
;+;18.11.13;12:00:00;Поступление товаров;00000109976;Номер документа в Е-Фарма 13212160;1;;;;;9B544C23-6007-4D02-A8B1-33730ECEBA1B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3067,69;;Роста;Договор поставки №76 от 02.09.2010 г.;13212160;15.11.13;15.11.13
;+;18.11.13;12:00:00;Поступление товаров;00000109982;Номер документа в Е-Фарма 13213339;1;;;;;622C28EF-882A-40C6-B9E0-6B262C07751B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1226,64;;Роста;Договор поставки №76 от 02.09.2010 г.;13213339;15.11.13;15.11.13
;+;18.11.13;12:00:00;Поступление товаров;00000110008;Номер документа в Е-Фарма 13212432;1;;;;;98A79C0A-02DF-4B13-825A-CDAADC350254;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;21066,84;;Роста;Договор поставки №76 от 02.09.2010 г.;13212432;15.11.13;15.11.13
;+;18.11.13;12:00:00;Поступление товаров;00000110015;Номер документа в Е-Фарма 13214076;1;;;;;01DFE14D-3405-4ACC-9F06-D8A5D9FEC9A0;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2502,89;;Роста;Договор поставки №76 от 02.09.2010 г.;13214076;15.11.13;15.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110345;Номер документа в Е-Фарма 13229001;1;;;;;E9F3F8AF-2601-4EC1-AB8B-9694C52C8C98;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6178,03;;Роста;Договор поставки №76 от 02.09.2010 г.;13229001;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110360;Номер документа в Е-Фарма 13228543;1;;;;;2D62CC6C-490C-434E-93A9-3EDE3444CE86;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3185,5;;Роста;Договор поставки №76 от 02.09.2010 г.;13228543;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110368;Номер документа в Е-Фарма 13226876;1;;;;;6307E1D5-872C-4F49-9BE2-DD7A6AA432C5;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2558,28;;Роста;Договор поставки №76 от 02.09.2010 г.;13226876;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110391;Номер документа в Е-Фарма 13225207;1;;;;;0888B1BB-A13F-4950-9781-AD3571C11302;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3362,78;;Роста;Договор поставки №76 от 02.09.2010 г.;13225207;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110442;Номер документа в Е-Фарма 13228530;1;;;;;BA65FDCC-A6C2-40A4-8A35-6777897D0BE4;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9240,55;;Роста;Договор поставки №76 от 02.09.2010 г.;13228530;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110458;Номер документа в Е-Фарма 13226019;1;;;;;B431BB65-1773-4052-8ABD-CEEBB3FDB643;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7515,27;;Роста;Договор поставки №76 от 02.09.2010 г.;13226019;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110465;Номер документа в Е-Фарма 13228033;1;;;;;AFC5F46C-FA18-40D9-855F-DD9B04CD8000;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3423,41;;Роста;Договор поставки №76 от 02.09.2010 г.;13228033;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110466;Номер документа в Е-Фарма 13228615;1;;;;;53C6434E-E0E4-4DCA-9612-BCFCFFAB8A86;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;89,62;;Роста;Договор поставки №76 от 02.09.2010 г.;13228615;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110467;Номер документа в Е-Фарма 13228622;1;;;;;7BCD51EE-DB51-4611-A368-D35E489E6DAE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2851,49;;Роста;Договор поставки №76 от 02.09.2010 г.;13228622;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110477;Номер документа в Е-Фарма 13226104;1;;;;;B675CF27-D488-4373-A3DA-F205303A7D0C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4590,52;;Роста;Договор поставки №76 от 02.09.2010 г.;13226104;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110493;Номер документа в Е-Фарма 13229005;1;;;;;AFB286D4-7845-43B4-BAE6-BDC6B38BE7B9;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1814,73;;Роста;Договор поставки №76 от 02.09.2010 г.;13229005;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110494;Номер документа в Е-Фарма 13224810;1;;;;;BDB4905F-934E-4D9A-8EED-7848CA034D1D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;942,45;;Роста;Договор поставки №76 от 02.09.2010 г.;13224810;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110495;Номер документа в Е-Фарма 13228540;1;;;;;45EA9AB6-02E2-491C-BCF7-2ED420811144;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4222,64;;Роста;Договор поставки №76 от 02.09.2010 г.;13228540;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110496;Номер документа в Е-Фарма 13229104;1;;;;;7E8650D1-DB3A-4CA7-8EE5-FE3C08F90733;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4166,48;;Роста;Договор поставки №76 от 02.09.2010 г.;13229104;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110501;Номер документа в Е-Фарма 13227882;1;;;;;CDC30266-0540-4E66-92FE-D7E712B42BA8;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;690,23;;Роста;Договор поставки №76 от 02.09.2010 г.;13227882;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110511;Номер документа в Е-Фарма 13228997;1;;;;;269AC3D0-61AD-4EC4-95FC-EEA6EFEC47BD;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3626,25;;Роста;Договор поставки №76 от 02.09.2010 г.;13228997;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110525;Номер документа в Е-Фарма 13228175;1;;;;;DB7AACEE-DC37-4526-A1D8-5F505116DCF8;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3159,14;;Роста;Договор поставки №76 от 02.09.2010 г.;13228175;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110531;Номер документа в Е-Фарма 13225208;1;;;;;5931AB07-7961-48AF-BCF8-169206E8F21D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3110,54;;Роста;Договор поставки №76 от 02.09.2010 г.;13225208;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110533;Номер документа в Е-Фарма 13226365;1;;;;;1B7E7BE5-0BF2-48EB-BBC6-3CB692C20EB6;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6286,54;;Роста;Договор поставки №76 от 02.09.2010 г.;13226365;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110534;Номер документа в Е-Фарма 13228629;1;;;;;8E2D3BBE-5763-4143-9071-B00D3E0ABFDE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6835,55;;Роста;Договор поставки №76 от 02.09.2010 г.;13228629;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110535;Номер документа в Е-Фарма 13225212;1;;;;;5F6F784A-0664-4B40-B71D-D4C59EC65C9F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2174,72;;Роста;Договор поставки №76 от 02.09.2010 г.;13225212;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110536;Номер документа в Е-Фарма 13225215;1;;;;;040604D1-CE6F-4EE8-AEF0-33B27F9ACAC8;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;252,81;;Роста;Договор поставки №76 от 02.09.2010 г.;13225215;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110537;Номер документа в Е-Фарма 13229518;1;;;;;AD56C722-5CB3-4A8E-86E9-DC6D322D263E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;507,93;;Роста;Договор поставки №76 от 02.09.2010 г.;13229518;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110545;Номер документа в Е-Фарма 13226437;1;;;;;CA1D7FB9-000E-4DB9-AEB9-E95763252C7D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3280,48;;Роста;Договор поставки №76 от 02.09.2010 г.;13226437;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110546;Номер документа в Е-Фарма 13226578;1;;;;;2159D4C8-D146-464E-894F-5D7B747F53BE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1536,98;;Роста;Договор поставки №76 от 02.09.2010 г.;13226578;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110548;Номер документа в Е-Фарма 13228469;1;;;;;DD46C2DE-12C8-4C48-8841-94B6E673992E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1722,02;;Роста;Договор поставки №76 от 02.09.2010 г.;13228469;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110554;Номер документа в Е-Фарма 13226014;1;;;;;78A38EEE-AE3D-4D4B-8A0C-D79958D86EF7;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4835,17;;Роста;Договор поставки №76 от 02.09.2010 г.;13226014;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110555;Номер документа в Е-Фарма 13229116;1;;;;;87A088D6-0055-4C81-A846-F488DD3461FF;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7180,75;;Роста;Договор поставки №76 от 02.09.2010 г.;13229116;19.11.13;19.11.13
;+;20.11.13;12:00:00;Поступление товаров;00000110565;Номер документа в Е-Фарма 13229127;1;;;;;B557AE1E-4043-4C0D-A897-C1AC2E1E372F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3973,49;;Роста;Договор поставки №76 от 02.09.2010 г.;13229127;19.11.13;19.11.13
