G;+;Дата;Время;Документ;Номер;Комментарий;АвтоматическийВвод;УникальныйИдентификатор;флВ;УникальныйИдентификаторА2000;ОтборВЖурнале;ИД_Ефа;Филиал документа;Филиал и тип журнала документов;Тип журнала документов;Поступление;Отгрузка;Контрагент;Основание;Номер входящего документа;;
;+;18.12.13;12:00:00;Поступление товаров;00000115554;Номер документа в Е-Фарма 468629;1;;;;;49630107-F9E8-4B56-849E-73728037EDB6;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3674,59;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468629;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115555;Номер документа в Е-Фарма 465728;1;;;;;AB9A0086-2DB1-4751-8F5A-E1F06EA45F16;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9420,6;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);465728;16.12.13;16.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115556;Номер документа в Е-Фарма 468512;1;;;;;2D44EA1C-BE39-4CB9-A6BD-65F0A2A2A46D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5185,5;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468512;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115557;Номер документа в Е-Фарма 462917;1;;;;;E3EF809A-9AAB-4D91-BE21-D82DDA522D9F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3852,52;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);462917;13.12.13;13.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115573;Номер документа в Е-Фарма 467683;1;;;;;C11A53C2-619C-4E85-95E4-8898F7A8E7EA;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8149,79;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);467683;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115592;Номер документа в Е-Фарма 467671;1;;;;;82B6C93D-0586-4703-8080-E7AAC8A18FD8;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6435,56;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);467671;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115593;Номер документа в Е-Фарма 468152;1;;;;;AC308E7A-9F39-4F48-8E3E-CC7A0E1F709E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3538,04;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468152;17.12.13;17.12.13
;+;18.12.13;12:00:00;Поступление товаров;00000115594;Номер документа в Е-Фарма 468216;1;;;;;B3F1487C-1385-4C87-9D37-5732F83CC9AA;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3531;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);468216;17.12.13;17.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115620;Номер документа в Е-Фарма 469715;1;;;;;4FCBFF88-5B6F-4955-BC20-E02D4985B52F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;12393,75;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);469715;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115624;Номер документа в Е-Фарма 471104;1;;;;;1AD3AA63-6689-4047-81AF-4CE369821443;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2433,97;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);471104;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115625;Номер документа в Е-Фарма 471278;1;;;;;CE726C23-7B8E-4E65-A9B2-DCAFF930E54B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4800,87;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);471278;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115634;Номер документа в Е-Фарма 470039;1;;;;;E6D853C2-2D97-43EE-918E-15AB3F75429C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;17588,55;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470039;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115635;Номер документа в Е-Фарма 470587;1;;;;;24BDAFF2-2CB4-4C2E-B01D-89E4C270ABA3;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5555,77;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470587;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115643;Номер документа в Е-Фарма 469739;1;;;;;DB64C8A3-2A90-4259-AB0A-F6124A72D24E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6775,89;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);469739;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115644;Номер документа в Е-Фарма 469828;1;;;;;80AFD894-62F2-4977-A424-EEDE77383AF3;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6423,19;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);469828;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115645;Номер документа в Е-Фарма 469906;1;;;;;DFC70F0D-7A61-4691-A0A1-964DFF36C018;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4068,38;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);469906;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115649;Номер документа в Е-Фарма 469622;1;;;;;4F2EF8C9-2B71-48C9-8A34-C446496CA100;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3199,68;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);469622;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115651;Номер документа в Е-Фарма 469682;1;;;;;4851D7C8-C921-44D2-8AB7-F908D518B98A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3360,13;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);469682;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115656;Номер документа в Е-Фарма 471671;1;;;;;338FC58E-FFCA-4BD5-AD39-119A6B59C575;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5134,32;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);471671;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115657;Номер документа в Е-Фарма 469865;1;;;;;8DDE5652-4266-4BE8-9FC2-38BAE8F3774E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;23835,05;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);469865;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115659;Номер документа в Е-Фарма 470071;1;;;;;BC47739D-368E-401C-92D5-6D32EC54C8D8;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;14160,33;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470071;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115679;Номер документа в Е-Фарма 469852;1;;;;;4734E360-1156-4C32-B035-59C78ED5E14B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4157,86;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);469852;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115680;Номер документа в Е-Фарма 470342;1;;;;;A472651B-BCBC-40C8-B9B7-14F37A828C32;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;33970,28;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470342;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115695;Номер документа в Е-Фарма 470894;1;;;;;0465BD9F-292F-4F08-9594-B12530B92F05;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3362,04;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470894;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115696;Номер документа в Е-Фарма 469714;1;;;;;5937558A-14AA-462D-B3EA-AFE06EEFB54E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4801,22;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);469714;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115708;Номер документа в Е-Фарма 470099;1;;;;;798468F1-ADDA-430D-9F64-75744AF3E355;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;13076,72;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470099;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115709;Номер документа в Е-Фарма 470257;1;;;;;6D28580C-3EAB-4BDD-80F6-3F7B1AA0B2E8;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2117,13;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470257;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115722;Номер документа в Е-Фарма 470367;1;;;;;E86267A2-6FF1-401D-9026-D8AC5C01E4BE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;50194,58;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470367;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115727;Номер документа в Е-Фарма 470015;1;;;;;D42053C3-EB73-4C37-A057-1DC18768D85D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7605,86;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470015;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115750;Номер документа в Е-Фарма 470038;1;;;;;D9A1BE21-4957-4CEE-9359-6285CEB3D143;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;10425,99;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470038;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115751;Номер документа в Е-Фарма 470486;1;;;;;7D845B00-175F-42EF-88FC-DBD2FDDC2FCE;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2027,41;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470486;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115763;Номер документа в Е-Фарма 471253;1;;;;;1F280BE1-3725-41E8-B8AB-9BEBACB02E53;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;21611,7;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);471253;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115764;Номер документа в Е-Фарма 471633;1;;;;;0AF07DA0-69C7-43FA-9073-3693846D5392;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4084,19;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);471633;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115766;Номер документа в Е-Фарма 470548;1;;;;;4A921D14-C1E5-45CD-80D1-591349F02084;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3521,88;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470548;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115776;Номер документа в Е-Фарма 469740;1;;;;;4548A502-0470-4B04-80E1-B14173E5B564;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8630,1;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);469740;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115777;Номер документа в Е-Фарма 470220;1;;;;;D9332526-2D0A-4F71-938A-0D669D343646;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3373,39;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470220;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115779;Номер документа в Е-Фарма 469841;1;;;;;E8038BFA-C4D2-47DE-BB2E-639B3362E1CB;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;15115,53;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);469841;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115786;Номер документа в Е-Фарма 470194;1;;;;;F521DE2C-7CDB-4614-AEB7-212CAC2AE562;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;14538,44;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470194;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115808;Номер документа в Е-Фарма 469840;1;;;;;4A4147A2-EA12-4022-93C6-CC098FAE94F9;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7351,58;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);469840;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115816;Номер документа в Е-Фарма 470671;1;;;;;43CE690E-329E-4BD7-9D2A-C39B3C44CD70;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7658,79;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470671;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115817;Номер документа в Е-Фарма 470531;1;;;;;C48C77D9-F79A-449D-B097-DB4F0EEFE8E3;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8841,14;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470531;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115836;Номер документа в Е-Фарма 470341;1;;;;;96E47C56-C708-41C6-BF3B-DFA6AF6F9938;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7667,43;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470341;18.12.13;18.12.13
;+;19.12.13;12:00:00;Поступление товаров;00000115868;Номер документа в Е-Фарма 470318;1;;;;;478E150A-9631-4D15-BB51-E4F4AF81CE58;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7403,83;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);470318;18.12.13;18.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115875;Номер документа в Е-Фарма 473228;1;;;;;EA06E961-30E7-4B9D-8CD0-6AFAA4A182E2;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4632,48;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);473228;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115884;Номер документа в Е-Фарма 472165;1;;;;;8F8BEAB5-6BF7-4785-A364-6D3C03AADA79;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3288,01;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);472165;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115885;Номер документа в Е-Фарма 472383;1;;;;;B42A87D8-8A2E-4940-A47D-9DAFCC17466A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6302,36;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);472383;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115886;Номер документа в Е-Фарма 472439;1;;;;;1F9BBA4D-AA74-4312-8A81-941BC33866AB;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2243,83;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);472439;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115887;Номер документа в Е-Фарма 472846;1;;;;;B9D21AE7-993B-452D-9521-D25C2258D0CF;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9494,82;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);472846;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115889;Номер документа в Е-Фарма 473311;1;;;;;B2CAFEC7-56D2-4168-9168-7DED6DEF0D63;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;11210,06;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);473311;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115914;Номер документа в Е-Фарма 472937;1;;;;;9892E617-DCE3-46D1-B583-E04CEBB2528C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;12213,5;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);472937;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115921;Номер документа в Е-Фарма 472355;1;;;;;A29164F0-69B2-4D91-B26F-B24CBCFEE3DC;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9075,84;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);472355;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115923;Номер документа в Е-Фарма 472674;1;;;;;E27A6669-A392-4806-9040-1ED2B8B01287;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8213,92;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);472674;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115924;Номер документа в Е-Фарма 473367;1;;;;;B7F0317E-2825-49FC-9360-E900DFDE336F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3344,88;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);473367;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115965;Номер документа в Е-Фарма 472428;1;;;;;8C1AFB23-5588-43C0-A243-12B9CDED0828;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;19268,17;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);472428;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115967;Номер документа в Е-Фарма 472896;1;;;;;F7EE1C24-5467-4027-8F9B-683334D58704;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3274,48;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);472896;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115991;Номер документа в Е-Фарма 472098;1;;;;;A8B5AB6F-81CA-4C58-ACFC-213A27F8104A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;4824,49;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);472098;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115992;Номер документа в Е-Фарма 472261;1;;;;;554A14B6-DE2B-4CD1-AD08-1F95BEF31CD9;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3373,26;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);472261;19.12.13;19.12.13
;+;20.12.13;12:00:00;Поступление товаров;00000115993;Номер документа в Е-Фарма 472325;1;;;;;A3EF48D4-04A4-4F15-915F-BF2A481A2B13;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3948,47;;Катрен;Дог. №4784/1 от 01.02.11г.  (ДС  от 01.01.13 г.);472325;19.12.13;19.12.13
